Price,Year,Kilometer,Transmission,Owner,Engine,Max Power,Max Torque,Drivetrain,Length,Width,Height,Seating Capacity,Fuel Tank Capacity
2450000,2018,61000,0,1,2143.0,134.0,300.0,0.0,4424.0,1804.0,1494.0,5.0,50.0
1789999,2015,45000,0,0,2143.0,134.0,300.0,0.0,4417.0,1804.0,1494.0,5.0,50.0
4275000,2019,31000,0,0,1950.0,192.0,400.0,1.0,4686.0,1810.0,1442.0,5.0,66.0
775000,2020,39000,1,0,1197.0,82.0,115.0,0.0,3995.0,1775.0,1505.0,5.0,37.0
229999,2012,52000,1,0,998.0,67.0,90.0,0.0,3600.0,1495.0,1595.0,5.0,35.0
280000,2011,54000,1,0,998.0,59.0,77.0,0.0,3539.0,1475.0,1700.0,5.0,35.0
300000,2018,51000,1,0,814.0,55.0,75.0,0.0,3495.0,1550.0,1500.0,5.0,32.0
160000,2011,72000,1,0,998.0,67.0,90.0,0.0,3545.0,1490.0,1475.0,5.0,35.0
150000,2011,65000,1,0,796.0,47.0,62.0,0.0,3495.0,1475.0,1460.0,5.0,35.0
8300000,2020,50000,0,0,1950.0,241.0,500.0,2.0,4924.0,2157.0,1772.0,5.0,93.0
1685000,2016,80251,0,1,1968.0,174.0,380.0,2.0,4385.0,1831.0,1608.0,5.0,64.0
270000,2010,86000,1,1,1197.0,80.0,111.0,0.0,3565.0,1595.0,1550.0,5.0,35.0
210000,2014,42505,1,0,796.0,47.0,69.0,0.0,3395.0,1490.0,1475.0,5.0,35.0
625000,2017,42000,1,0,1197.0,82.0,115.0,0.0,3985.0,1734.0,1505.0,5.0,45.0
6900000,2017,42200,0,0,2993.0,262.0,620.0,1.0,5219.0,1902.0,1481.0,4.0,78.0
1490000,2019,57600,0,0,1353.0,138.0,242.0,0.0,4315.0,1800.0,1645.0,5.0,50.0
1095000,2018,57000,1,0,2179.0,153.0,360.0,0.0,4585.0,1890.0,1785.0,7.0,70.0
850000,2014,85000,0,0,2953.0,154.0,380.0,2.0,5060.0,1788.0,1826.0,7.0,71.0
1600000,2016,128000,0,1,1995.0,182.0,400.0,0.0,4475.0,1850.0,1660.0,5.0,62.0
265000,2011,66000,1,0,1496.0,80.0,132.0,0.0,4265.0,1695.0,1510.0,5.0,45.0
360000,2013,58000,1,0,1598.0,103.0,153.0,0.0,4384.0,1699.0,1466.0,5.0,55.0
350000,2012,89445,1,0,1248.0,75.0,190.0,0.0,3715.0,1680.0,1620.0,5.0,43.0
1485000,2015,64120,1,1,2982.0,169.0,343.0,1.0,4705.0,1840.0,1850.0,7.0,80.0
800000,2017,82300,1,0,1373.0,91.0,130.0,0.0,4490.0,1730.0,1485.0,5.0,43.0
710000,2017,73000,1,0,1248.0,89.0,200.0,0.0,3995.0,1790.0,1640.0,5.0,48.0
710000,2018,72000,1,0,1598.0,118.0,320.0,0.0,4300.0,1765.0,1590.0,5.0,48.0
720000,2018,50197,1,0,999.0,75.0,95.0,0.0,3971.0,1682.0,1469.0,5.0,45.0
395000,2014,44527,1,0,1198.0,87.0,109.0,0.0,3990.0,1680.0,1505.0,5.0,35.0
2799000,2017,72400,0,0,1968.0,188.0,400.0,0.0,4726.0,1842.0,1427.0,5.0,54.0
455000,2014,50000,1,1,1499.0,109.0,140.0,0.0,3999.0,1765.0,1708.0,5.0,52.0
690000,2014,37000,1,0,1497.0,117.0,145.0,0.0,4440.0,1695.0,1495.0,5.0,40.0
13000000,2021,20000,0,0,2925.0,326.0,700.0,2.0,5207.0,2157.0,1823.0,7.0,90.0
1995000,2020,8000,0,0,1956.0,168.0,350.0,0.0,4598.0,1894.0,1706.0,5.0,50.0
1750000,2014,69000,0,1,1995.0,190.0,400.0,1.0,4899.0,2094.0,1464.0,5.0,65.0
2900000,2019,25000,0,0,1995.0,184.0,350.0,1.0,4454.0,2044.0,1545.0,5.0,63.0
4500000,2022,17000,0,0,1995.0,184.0,350.0,1.0,4454.0,2044.0,1545.0,5.0,63.0
450000,2013,61000,1,0,1497.0,116.0,146.0,0.0,4440.0,1695.0,1485.0,5.0,42.0
2149000,2015,69000,0,0,1995.0,188.0,400.0,1.0,4936.0,1868.0,1479.0,5.0,65.0
4200000,2015,77000,0,1,2987.0,258.0,619.0,2.0,5120.0,1934.0,1850.0,7.0,100.0
860000,2018,82200,1,0,1497.0,108.0,260.0,0.0,3994.0,1811.0,1607.0,5.0,44.0
875000,2018,28000,1,0,1497.0,117.0,145.0,0.0,4440.0,1695.0,1495.0,5.0,40.0
580000,2011,117000,1,1,2179.0,122.0,290.0,2.0,4430.0,1817.0,1975.0,7.0,60.0
3500000,2021,7900,0,0,1996.0,215.0,480.0,2.0,4985.0,1926.0,1867.0,6.0,75.0
229999,2010,72000,1,0,1298.0,87.0,113.0,0.0,4160.0,1690.0,1530.0,5.0,43.0
1513000,2015,79000,0,1,1968.0,174.0,380.0,2.0,4385.0,1831.0,1608.0,5.0,64.0
234000,2013,72600,1,0,998.0,67.0,90.0,0.0,3620.0,1475.0,1460.0,5.0,35.0
320000,2018,42313,0,1,999.0,67.0,91.0,0.0,3429.0,1560.0,1541.0,5.0,28.0
5975000,2021,18000,0,0,1995.0,190.0,400.0,2.0,4657.0,1881.0,1678.0,5.0,67.0
1025000,2019,90000,1,0,1248.0,89.0,200.0,0.0,3995.0,1790.0,1640.0,5.0,48.0
169000,2010,18500,1,0,796.0,47.0,62.0,0.0,3495.0,1475.0,1460.0,5.0,35.0
630000,2017,36000,1,0,1248.0,74.0,190.0,0.0,3995.0,1735.0,1515.0,5.0,37.0
1090000,2020,26200,0,0,998.0,118.0,172.0,0.0,3995.0,1770.0,1605.0,5.0,45.0
700000,2019,11000,1,1,1197.0,82.0,113.0,0.0,3840.0,1735.0,1530.0,5.0,37.0
661000,2021,14366,1,0,1197.0,89.0,113.0,0.0,3845.0,1735.0,1530.0,5.0,37.0
250999,2011,98000,1,0,2179.0,120.0,250.0,0.0,4421.0,1780.0,1940.0,7.0,65.0
565000,2017,65000,1,1,1493.0,84.0,230.0,1.0,3995.0,1835.0,1839.0,7.0,60.0
750000,2014,126000,1,0,2494.0,100.0,200.0,1.0,4585.0,1760.0,1760.0,7.0,55.0
1850000,2015,71700,0,1,1968.0,174.0,380.0,2.0,4385.0,1831.0,1608.0,5.0,64.0
850000,2016,114000,1,0,2179.0,138.0,330.0,0.0,4585.0,1890.0,1785.0,7.0,70.0
535000,2016,58339,1,0,1396.0,89.0,220.0,0.0,3985.0,1734.0,1505.0,5.0,45.0
345000,2011,50667,0,1,1692.8003033367038,129.63953488372093,245.8695652173913,0.0,4281.004012036108,1768.028585757272,1591.7537612838516,5.0,52.00735218508998
770000,2019,72040,0,0,1248.0,74.0,190.0,0.0,3995.0,1735.0,1515.0,5.0,37.0
3650000,2019,6000,0,0,1998.0,248.0,350.0,1.0,4633.0,1811.0,1429.0,5.0,57.0
1195000,2022,6200,1,0,998.0,118.0,172.0,0.0,3995.0,1790.0,1647.0,5.0,45.0
1650000,2012,44000,0,2,5461.0,368.0,505.0,1.0,5226.0,2120.0,1479.0,5.0,90.0
3199000,2021,6900,0,0,1798.0,177.0,250.0,0.0,4861.0,1864.0,1483.0,5.0,66.0
7100000,2022,2500,0,0,1991.0,194.0,300.0,1.0,5063.0,1860.0,1494.0,5.0,80.0
625000,2016,68000,0,0,1197.0,103.0,175.0,0.0,3971.0,1682.0,1469.0,5.0,45.0
745000,2018,36000,1,0,1248.0,89.0,200.0,0.0,3995.0,1790.0,1640.0,5.0,48.0
551000,2021,19000,1,0,1086.0,68.0,99.0,0.0,3610.0,1645.0,1560.0,5.0,35.0
5950000,2019,10000,0,0,1950.0,192.0,400.0,1.0,5063.0,1860.0,1494.0,5.0,80.0
22000000,2019,35000,0,0,2993.0,244.0,600.0,2.0,4999.0,2220.0,1835.0,5.0,105.0
3300000,2019,6400,0,0,1496.0,114.0,270.0,0.0,3821.0,1727.0,1414.0,5.0,44.0
3250000,2019,34000,0,0,3198.0,197.0,470.0,2.0,4903.0,1869.0,1837.0,7.0,80.0
690000,2016,35000,0,1,1461.0,108.0,248.0,0.0,4315.0,1822.0,1695.0,5.0,50.0
894999,2019,46000,0,0,1248.0,89.0,200.0,0.0,3995.0,1790.0,1640.0,5.0,48.0
550000,2016,83000,1,0,1598.0,105.0,250.0,0.0,4386.0,1699.0,1466.0,5.0,55.0
399000,2013,54000,1,2,1498.0,89.0,204.0,0.0,3999.0,1765.0,1708.0,5.0,52.0
1275000,2020,42000,1,0,1497.0,113.0,144.0,0.0,4315.0,1800.0,1645.0,5.0,50.0
535000,2020,41441,1,0,1196.0,73.0,101.0,1.0,3675.0,1475.0,1800.0,5.0,40.0
825000,2018,48174,1,0,1248.0,89.0,200.0,0.0,3995.0,1790.0,1640.0,5.0,48.0
585000,2016,62591,1,0,1498.0,99.0,205.0,0.0,3998.0,1765.0,1647.0,5.0,52.0
675000,2017,48650,0,0,1199.0,89.0,110.0,0.0,3955.0,1694.0,1544.0,5.0,40.0
795000,2017,52245,1,0,1248.0,89.0,200.0,0.0,4300.0,1785.0,1595.0,5.0,48.0
6500000,2021,7500,0,0,1991.0,194.0,300.0,1.0,5063.0,1860.0,1494.0,5.0,80.0
611000,2017,65000,1,0,1396.0,89.0,220.0,0.0,3985.0,1734.0,1505.0,5.0,45.0
390000,2015,43297,1,0,998.0,67.0,90.0,0.0,3599.0,1495.0,1700.0,5.0,35.0
650000,2019,44710,1,0,1197.0,83.0,115.0,0.0,3850.0,1695.0,1530.0,5.0,42.0
390000,2013,62000,1,0,1461.0,108.0,240.0,0.0,4618.0,1813.0,1488.0,5.0,67.0
2400000,2017,59267,0,0,1968.0,188.0,400.0,0.0,4726.0,1842.0,1427.0,5.0,54.0
385000,2011,69000,1,0,1197.0,85.0,114.0,0.0,3850.0,1695.0,1530.0,5.0,42.0
450000,2017,75000,1,0,1197.0,83.0,115.0,0.0,3995.0,1695.0,1555.0,5.0,42.0
649000,2020,52236,1,0,1197.0,81.0,114.0,0.0,3765.0,1660.0,1520.0,5.0,43.0
3499000,2020,47000,0,0,1692.8003033367038,129.63953488372093,245.8695652173913,0.0,4697.0,1882.0,1665.0,7.0,63.0
2900000,2019,15530,0,0,1968.0,141.0,320.0,0.0,4456.0,1796.0,1416.0,5.0,50.0
400000,2014,64000,1,0,1248.0,74.0,190.0,0.0,3995.0,1695.0,1555.0,5.0,42.0
599000,2020,35000,0,0,1197.0,82.0,114.0,0.0,3805.0,1680.0,1520.0,5.0,37.0
2980000,2019,92000,1,0,2755.0,174.0,420.0,1.0,4795.0,1855.0,1835.0,7.0,80.0
3500000,2018,18000,0,0,1395.0,148.0,250.0,0.0,4726.0,1842.0,1427.0,5.0,54.0
400000,2016,50000,1,0,1199.0,89.0,110.0,0.0,3955.0,1694.0,1544.0,5.0,40.0
6975000,2022,2000,0,0,1991.0,194.0,320.0,1.0,4658.0,1890.0,1644.0,5.0,66.0
745000,2013,72000,0,0,1692.8003033367038,129.63953488372093,245.8695652173913,0.0,4281.004012036108,1768.028585757272,1591.7537612838516,5.0,52.00735218508998
5400000,2016,16000,0,0,2143.0,201.0,500.0,2.0,4819.0,2141.0,1796.0,5.0,93.0
3700000,2015,103890,0,1,2987.0,258.0,619.0,2.0,5120.0,1934.0,1850.0,7.0,100.0
445000,2018,71000,1,0,998.0,67.0,90.0,0.0,3600.0,1600.0,1560.0,5.0,35.0
1475000,2021,12000,1,0,2184.0,130.0,300.0,2.0,3985.0,1820.0,1844.0,4.0,57.0
2800000,2016,93000,0,0,2755.0,174.0,450.0,1.0,4795.0,1855.0,1835.0,7.0,80.0
190000,2013,63000,1,1,814.0,56.0,75.0,0.0,3495.0,1550.0,1500.0,5.0,32.0
600000,2020,10000,1,0,1197.0,83.0,115.0,0.0,3850.0,1695.0,1530.0,5.0,42.0
1835000,2020,33828,0,0,1493.0,114.0,250.0,0.0,4315.0,1800.0,1645.0,5.0,50.0
550000,2019,48000,1,0,998.0,58.0,78.0,0.0,3655.0,1620.0,1675.0,5.0,60.0
715000,2017,71000,1,0,1248.0,89.0,200.0,0.0,3995.0,1790.0,1640.0,5.0,48.0
2540000,2022,18000,0,0,2184.0,182.0,450.0,0.0,4695.0,1890.0,1755.0,7.0,60.0
525000,2019,50000,1,0,998.0,58.0,78.0,0.0,3655.0,1620.0,1675.0,5.0,60.0
425000,2015,48000,1,0,1197.0,81.0,114.0,0.0,3765.0,1660.0,1520.0,5.0,43.0
795000,2022,4000,0,0,1197.0,87.0,115.0,0.0,3995.0,1775.0,1505.0,5.0,37.0
269000,2010,73000,1,1,1497.0,118.0,146.0,0.0,4420.0,1695.0,1480.0,5.0,42.0
1450000,2013,170669,0,0,2982.0,171.0,343.0,0.0,4705.0,1840.0,1850.0,7.0,80.0
565000,2014,68000,1,0,1582.0,128.0,260.0,0.0,4370.0,1700.0,1475.0,5.0,43.0
2550000,2015,70000,0,1,1995.0,190.0,400.0,1.0,4899.0,2094.0,1464.0,5.0,65.0
529000,2015,57654,1,0,1197.0,82.0,115.0,0.0,3995.0,1760.0,1555.0,5.0,45.0
400000,2019,22000,1,0,998.0,67.0,90.0,0.0,3545.0,1490.0,1475.0,5.0,35.0
360000,2012,80000,1,1,1692.8003033367038,129.63953488372093,245.8695652173913,0.0,4281.004012036108,1768.028585757272,1591.7537612838516,5.0,52.00735218508998
975000,2019,41792,1,0,1462.0,103.0,138.0,0.0,4445.0,1775.0,1700.0,6.0,45.0
2600000,2017,41000,0,0,1995.0,188.0,400.0,0.0,4439.0,1821.0,1612.0,5.0,51.0
2390000,2013,107021,0,1,2987.0,258.0,619.0,2.0,5120.0,1934.0,1850.0,7.0,100.0
1550000,2019,17000,1,0,1353.0,138.0,242.0,0.0,4315.0,1800.0,1645.0,5.0,50.0
430000,2019,57993,0,0,998.0,67.0,90.0,0.0,3545.0,1490.0,1475.0,5.0,35.0
1275000,2021,18000,0,0,1692.8003033367038,129.63953488372093,245.8695652173913,0.0,3993.0,1677.0,1532.0,5.0,52.00735218508998
600000,2018,32000,1,0,1197.0,83.0,115.0,0.0,3995.0,1745.0,1500.0,5.0,37.0
1650000,2018,25914,0,0,1798.0,138.0,173.0,0.0,4620.0,1775.0,1475.0,5.0,55.0
3350000,2014,49235,0,0,1692.8003033367038,129.63953488372093,245.8695652173913,0.0,4281.004012036108,1768.028585757272,1591.7537612838516,5.0,52.00735218508998
9400000,2022,4500,0,0,2995.0,335.0,500.0,2.0,5064.0,1970.0,1703.0,7.0,85.0
250000,2014,114000,1,1,998.0,67.0,90.0,0.0,3620.0,1475.0,1460.0,5.0,35.0
994999,2016,105000,0,1,2179.0,138.0,330.0,0.0,4585.0,1890.0,1785.0,7.0,70.0
675000,2016,45000,1,0,1248.0,89.0,200.0,0.0,3995.0,1790.0,1640.0,5.0,48.0
455000,2014,30183,1,0,1197.0,85.0,114.0,0.0,3995.0,1695.0,1555.0,5.0,42.0
375000,2012,78000,1,2,1692.8003033367038,129.63953488372093,245.8695652173913,0.0,4281.004012036108,1768.028585757272,1591.7537612838516,5.0,52.00735218508998
345000,2016,73190,1,1,998.0,67.0,90.0,0.0,3599.0,1495.0,1700.0,5.0,35.0
4700000,2022,13120,0,0,1998.0,189.0,280.0,0.0,4447.0,1821.0,1598.0,5.0,51.0
700000,2014,64000,1,0,1797.0,147.0,177.0,0.0,4530.0,1775.0,1470.0,5.0,56.0
499000,2014,140000,1,0,1498.0,99.0,200.0,0.0,4440.0,1695.0,1495.0,5.0,40.0
590000,2015,39000,1,0,1373.0,91.0,130.0,0.0,4490.0,1730.0,1485.0,5.0,43.0
490000,2014,56918,0,1,1198.0,76.0,104.0,0.0,3825.0,1665.0,1530.0,5.0,41.0
695000,2018,55000,0,0,1248.0,74.0,190.0,0.0,3995.0,1735.0,1515.0,5.0,37.0
1025000,2019,42000,1,0,1396.0,89.0,220.0,0.0,3995.0,1770.0,1605.0,5.0,45.0
3375000,2021,25000,0,0,1984.0,188.0,320.0,2.0,4701.0,1839.0,1674.0,7.0,60.0
2250000,2019,28000,1,0,2393.0,148.0,343.0,1.0,4735.0,1830.0,1795.0,8.0,55.0
2650000,2018,43000,0,1,2143.0,134.0,300.0,0.0,4424.0,1804.0,1494.0,5.0,50.0
715000,2021,16000,1,0,1197.0,83.0,115.0,0.0,3995.0,1745.0,1500.0,5.0,37.0
1200000,2019,27657,0,1,1582.0,126.0,260.0,0.0,4270.0,1780.0,1665.0,5.0,55.0
275000,2012,30000,1,0,998.0,68.0,94.0,0.0,3515.0,1500.0,1510.0,5.0,32.0
445000,2012,111000,1,0,1497.0,116.0,146.0,0.0,4440.0,1695.0,1485.0,5.0,42.0
1850000,2016,37600,0,0,2143.0,134.0,300.0,0.0,4299.0,1780.0,1433.0,4.0,50.0
665000,2017,48000,1,0,1248.0,74.0,190.0,0.0,3995.0,1745.0,1500.0,5.0,37.0
1090000,2019,37000,1,0,1396.0,89.0,220.0,0.0,4270.0,1780.0,1665.0,5.0,55.0
5500000,2015,54000,0,0,2987.0,255.0,620.0,1.0,5246.0,1899.0,1494.0,5.0,70.0
2400000,2017,81802,0,1,1968.0,190.0,400.0,0.0,4933.0,1874.0,1455.0,5.0,75.0
1085000,2018,45915,0,0,1582.0,126.0,260.0,0.0,4440.0,1729.0,1475.0,5.0,45.0
2140000,2021,24000,0,0,1999.0,157.0,191.0,0.0,4500.0,1790.0,1675.0,6.0,50.0
795000,2019,22224,0,0,1199.0,89.0,110.0,0.0,3995.0,1695.0,1501.0,5.0,35.0
1080000,2021,38000,1,0,1373.0,94.0,130.0,0.0,4296.0,1695.0,1685.0,7.0,45.0
628000,2018,53848,1,0,1199.0,89.0,110.0,0.0,3995.0,1695.0,1501.0,5.0,35.0
1550000,2013,104264,0,1,1995.0,188.0,400.0,1.0,4633.0,1811.0,1429.0,5.0,57.0
2400000,2016,61159,0,1,1991.0,184.0,300.0,1.0,4879.0,1854.0,1474.0,5.0,80.0
595000,2015,72000,1,0,1497.0,117.0,145.0,0.0,4440.0,1695.0,1495.0,5.0,40.0
3450000,2016,29000,0,0,2179.0,188.0,420.0,2.0,4465.0,1900.0,1635.0,5.0,57.0
819999,2018,42000,1,0,1199.0,89.0,110.0,0.0,3999.0,1734.0,1601.0,5.0,40.0
1490000,2012,40000,0,0,1968.0,174.0,380.0,2.0,4629.0,1898.0,1653.0,5.0,75.0
950000,2020,57400,1,0,1497.0,115.0,300.0,0.0,3995.0,1821.0,1627.0,5.0,42.0
3750000,2019,13500,0,1,1999.0,177.0,430.0,1.0,5067.0,2091.0,1457.0,5.0,66.0
4950000,2021,12400,0,0,1991.0,201.0,300.0,1.0,4686.0,1810.0,1442.0,5.0,66.0
2950000,2021,38000,0,0,1956.0,168.0,350.0,2.0,4405.0,1818.0,1640.0,5.0,60.0
1625000,2019,7000,0,0,1451.0,141.0,250.0,0.0,4655.0,1835.0,1760.0,5.0,60.0
1290000,2012,121000,1,1,2982.0,169.0,343.0,2.0,4705.0,1840.0,1850.0,7.0,80.0
625000,2015,76000,1,0,1364.0,67.0,170.0,0.0,3775.0,1695.0,1510.0,5.0,45.0
1490000,2018,50000,1,0,2179.0,138.0,330.0,0.0,4585.0,1890.0,1785.0,7.0,70.0
325000,2013,46721,0,1,1197.0,80.0,111.0,0.0,3565.0,1595.0,1550.0,5.0,35.0
1190000,2017,41470,0,0,2179.0,138.0,330.0,0.0,4585.0,1890.0,1785.0,7.0,70.0
625000,2013,170000,1,2,2179.0,120.0,290.0,1.0,4430.0,1817.0,1975.0,8.0,60.0
5375000,2014,80000,0,1,2993.0,289.0,600.0,2.0,4879.0,2073.0,1780.0,5.0,77.0
1138000,2018,6000,0,0,1497.0,117.0,145.0,0.0,4440.0,1695.0,1495.0,5.0,40.0
4250000,2021,17000,0,0,1798.0,170.0,320.0,0.0,4701.0,1826.0,1427.0,5.0,63.0
365000,2014,31000,1,0,1198.0,87.0,109.0,0.0,3610.0,1680.0,1500.0,5.0,35.0
475000,2014,73265,0,1,1998.0,164.0,380.0,0.0,4597.0,1788.0,1477.0,5.0,60.0
1225000,2019,47000,1,0,1582.0,126.0,260.0,0.0,4270.0,1780.0,1665.0,5.0,55.0
725000,2017,42000,1,0,1248.0,89.0,200.0,0.0,4296.0,1695.0,1685.0,7.0,45.0
2450000,2017,25000,0,1,2143.0,134.0,300.0,0.0,4417.0,1804.0,1494.0,5.0,50.0
225000,2009,140000,1,2,1991.0,142.0,323.0,0.0,4800.0,1832.0,1485.0,5.0,70.0
695000,2018,68818,0,0,1197.0,82.0,113.0,0.0,3995.0,1735.0,1515.0,5.0,37.0
2200000,2018,57000,0,0,2755.0,172.0,360.0,1.0,4735.0,1830.0,1795.0,7.0,55.0
950000,2020,39000,0,0,1498.0,79.0,160.0,0.0,3995.0,1695.0,1501.0,5.0,35.0
2598000,2022,12050,0,0,2694.0,164.0,245.0,1.0,4735.0,1830.0,1795.0,7.0,65.0
585000,2017,24100,1,0,1199.0,89.0,110.0,0.0,3955.0,1694.0,1544.0,5.0,40.0
434999,2017,23000,1,0,1196.0,87.0,112.0,0.0,3995.0,1695.0,1525.0,5.0,42.0
295000,2009,185000,1,0,1248.0,75.0,190.0,0.0,3760.0,1690.0,1530.0,5.0,43.0
910000,2019,76000,1,0,1498.0,94.0,225.0,0.0,4490.0,1730.0,1485.0,5.0,43.0
565000,2020,47000,1,0,998.0,67.0,90.0,0.0,3695.0,1600.0,1560.0,5.0,35.0
1050000,2021,1910,0,0,1462.0,103.0,138.0,0.0,3995.0,1790.0,1640.0,5.0,48.0
990000,2019,23000,1,0,1396.0,89.0,224.0,0.0,4270.0,1780.0,1630.0,5.0,60.0
2590000,2020,36978,0,1,1968.0,141.0,320.0,0.0,4456.0,1796.0,1416.0,5.0,50.0
1000000,2016,33000,1,0,2179.0,138.0,330.0,2.0,4585.0,1890.0,1785.0,7.0,70.0
254999,2012,18954,1,0,1086.0,68.0,99.0,0.0,3585.0,1595.0,1550.0,5.0,35.0
598000,2015,58200,0,0,1591.0,121.0,158.0,0.0,4370.0,1700.0,1475.0,5.0,43.0
850000,2018,83000,1,0,1493.0,70.0,195.0,1.0,3995.0,1745.0,1880.0,7.0,52.00735218508998
560000,2016,80000,1,1,1396.0,89.0,220.0,0.0,3985.0,1734.0,1505.0,5.0,40.0
975000,2011,75000,0,0,1968.0,177.0,380.0,0.0,4701.0,1826.0,1427.0,5.0,63.0
2600000,2017,64000,0,0,1968.0,141.0,320.0,0.0,4456.0,1796.0,1416.0,5.0,50.0
745000,2016,117048,1,0,1598.0,105.0,250.0,0.0,4386.0,1699.0,1466.0,5.0,55.0
495000,2017,47000,1,0,1197.0,81.0,114.0,0.0,3765.0,1660.0,1520.0,5.0,43.0
2450000,2018,43290,0,0,1798.0,178.0,250.0,0.0,4456.0,1796.0,1416.0,5.0,50.0
250000,2013,70000,1,0,1692.8003033367038,129.63953488372093,245.8695652173913,0.0,4281.004012036108,1768.028585757272,1591.7537612838516,5.0,52.00735218508998
2850000,2016,7000,0,0,2143.0,168.0,400.0,1.0,4686.0,1810.0,1442.0,5.0,66.0
925000,2016,150000,1,0,2179.0,120.0,280.0,1.0,4456.0,1820.0,1995.0,8.0,60.0
1075000,2013,125000,0,0,2982.0,169.0,360.0,1.0,4705.0,1840.0,1850.0,7.0,80.0
6225000,2019,42079,0,0,2987.0,255.0,620.0,1.0,5063.0,1860.0,1494.0,5.0,80.0
2650000,2015,62645,0,0,1692.8003033367038,129.63953488372093,245.8695652173913,0.0,4281.004012036108,1768.028585757272,1591.7537612838516,5.0,52.00735218508998
1500000,2014,69000,0,0,1968.0,177.0,380.0,0.0,4915.0,1874.0,1455.0,5.0,65.0
2800000,2011,70662,0,1,1692.8003033367038,129.63953488372093,245.8695652173913,0.0,4281.004012036108,1768.028585757272,1591.7537612838516,5.0,52.00735218508998
625000,2011,40000,1,1,2835.0,118.0,292.0,2.0,4755.0,1775.0,1900.0,5.0,92.0
325000,2011,101347,1,2,1496.0,90.0,132.0,0.0,4265.0,1695.0,1510.0,5.0,45.0
1485000,2021,36700,1,0,1497.0,121.0,300.0,0.0,4585.0,1866.0,1774.0,8.0,45.0
1650000,2012,240000,0,0,2967.0,245.0,500.0,2.0,4915.0,1874.0,1455.0,5.0,75.0
1800000,2014,76529,0,0,1968.0,141.0,320.0,0.0,4456.0,1796.0,1416.0,5.0,50.0
1290000,2014,85000,1,1,2494.0,100.0,200.0,1.0,4585.0,1760.0,1760.0,7.0,55.0
600000,2016,99000,1,0,1461.0,84.0,200.0,0.0,4331.0,1822.0,1671.0,5.0,50.0
436000,2014,37959,0,1,1197.0,79.0,112.0,0.0,3765.0,1660.0,1520.0,5.0,43.0
4300000,2021,60000,0,0,2755.0,174.0,450.0,2.0,4795.0,1855.0,1835.0,7.0,80.0
270000,2017,27000,1,0,1198.0,67.0,104.0,0.0,3785.0,1635.0,1485.0,5.0,35.0
320000,2011,75000,1,1,1991.0,150.0,327.0,0.0,4597.0,1788.0,1477.0,5.0,60.0
1911000,2022,1300,0,0,1353.0,138.0,242.0,0.0,4300.0,1790.0,1635.0,5.0,50.0
8600000,2020,21696,0,0,2993.0,262.0,620.0,2.0,4922.0,2004.0,1745.0,5.0,80.0
3900000,2019,33000,0,0,1950.0,192.0,400.0,1.0,4686.0,1810.0,1442.0,5.0,66.0
2000000,2016,6000,0,0,1984.0,150.0,350.0,0.0,4370.0,1783.0,1458.0,5.0,60.0
465000,2019,19000,0,0,1086.0,68.0,99.0,0.0,3610.0,1645.0,1560.0,5.0,35.0
875000,2019,58618,1,0,1497.0,117.0,145.0,0.0,4440.0,1695.0,1495.0,5.0,40.0
3200000,2017,10500,0,0,1998.0,189.0,280.0,0.0,3850.0,1727.0,1414.0,4.0,44.0
850000,2019,85641,1,0,1493.0,100.0,240.0,1.0,3995.0,1835.0,1839.0,7.0,60.0
426999,2020,41669,0,0,999.0,67.0,91.0,0.0,3679.0,1579.0,1478.0,5.0,28.0
9200000,2022,10000,0,0,1950.0,241.0,500.0,2.0,4924.0,2157.0,1772.0,5.0,93.0
1035000,2018,36000,1,0,1582.0,126.0,265.0,0.0,4270.0,1780.0,1630.0,5.0,60.0
695000,2018,31000,1,0,1197.0,89.0,113.0,0.0,3995.0,1735.0,1515.0,5.0,37.0
3675000,2020,37180,0,0,1995.0,184.0,350.0,1.0,4454.0,2044.0,1545.0,5.0,63.0
1700000,2021,14000,0,0,2184.0,130.0,300.0,2.0,3985.0,1820.0,1844.0,4.0,57.0
449000,2018,53512,1,1,1199.0,84.0,114.0,0.0,3746.0,1647.0,1535.0,5.0,35.0
5400000,2022,4600,0,3,2148.0,170.0,410.0,1.0,4596.0,1770.0,1447.0,5.0,66.0
3950000,2021,40000,0,0,1996.0,215.0,480.0,2.0,4985.0,1926.0,1867.0,6.0,75.0
565000,2015,65000,1,1,1396.0,89.0,220.0,0.0,3985.0,1734.0,1505.0,5.0,45.0
3775000,2019,32963,0,0,1995.0,184.0,350.0,1.0,4454.0,2044.0,1545.0,5.0,63.0
1275000,2012,101000,0,1,2143.0,231.0,400.0,1.0,4868.0,1854.0,1470.0,5.0,80.0
375000,2018,14000,1,0,999.0,67.0,91.0,0.0,3679.0,1579.0,1478.0,5.0,28.0
949000,2018,50500,1,0,1248.0,89.0,200.0,0.0,3995.0,1790.0,1640.0,5.0,48.0
775000,2019,80849,1,0,1248.0,74.0,190.0,0.0,3840.0,1735.0,1530.0,5.0,37.0
1800000,2014,19868,0,0,1968.0,177.0,380.0,0.0,4915.0,1874.0,1455.0,5.0,65.0
825000,2016,45000,0,0,1497.0,117.0,145.0,0.0,4440.0,1695.0,1495.0,5.0,40.0
509999,2019,30858,1,0,1086.0,68.0,99.0,0.0,3610.0,1645.0,1560.0,5.0,35.0
